2,1
2,3
2,4
2,5
2,6
2,7
2,8
2,9
6,10
10,13
11,15
13,16
14,17
14,18
15,19
16,20
19,21
21,22
22,23
23,24
1,26
4,26
7,26
8,26
3,27
27,11
27,12
5,27
9,27
26,28
27,29
29,14
26,29
28,30
29,31
14,32
30,32
32,33
17,34
18,34
32,34
33,35
34,36
36,25
